offset	emotion	judge_0	judge_1	judge_2	judge_3	judge_4	judge_5	judge_6	judge_7	judge_8	num_judges
56	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
58	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
60	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
62	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
64	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
66	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
68	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
70	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
72	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
74	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
76	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
78	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
80	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
82	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
84	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
86	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
88	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
90	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
92	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
94	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
96	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
98	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
100	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
102	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
104	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
106	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
108	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
110	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
112	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
114	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
116	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
118	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
120	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
122	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
124	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
126	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
128	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
130	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
132	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
134	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
136	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
138	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
140	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
142	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
144	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
146	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
148	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
150	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
152	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
154	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
156	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
158	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
160	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
162	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
164	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
166	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
168	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
170	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
172	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
174	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
176	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
178	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
180	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
182	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
184	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
186	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
188	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
190	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
192	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
194	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
196	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
198	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
200	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
202	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
204	NONE	NONE	NONE	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	0
206	HAPPINESS	NONE	NONE	HAPPINESS	HAPPINESS	HAPPINESS	NONE	HAPPINESS	NONE	HAPPINESS	5
208	HAPPINESS	NONE	NONE	HAPPINESS	HAPPINESS	HAPPINESS	NONE	HAPPINESS	NONE	HAPPINESS	5
210	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
212	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
214	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
216	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
218	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
220	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
222	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
224	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
226	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
228	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
230	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
232	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
234	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
236	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
238	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	0
240	NONE	NONE	NONE	ANGER	ANGER	NONE	NONE	NONE	NONE	NONE	0
242	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	0
244	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
246	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
248	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
250	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
252	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
254	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
256	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
258	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
260	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
262	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
264	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
266	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
268	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
270	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
272	NONE	NONE	FEAR	NONE	NONE	FEAR	NONE	FEAR	NONE	NONE	0
274	NONE	NONE	FEAR	NONE	NONE	FEAR	NONE	FEAR	NONE	NONE	0
276	NONE	NONE	FEAR	NONE	NONE	FEAR	NONE	FEAR	NONE	NONE	0
278	NONE	NONE	FEAR	NONE	SADNESS	FEAR	NONE	FEAR	NONE	NONE	0
280	NONE	NONE	NONE	NONE	SADNESS	NONE	NONE	NONE	NONE	NONE	0
282	NONE	NONE	NONE	NONE	SADNESS	NONE	NONE	NONE	NONE	NONE	0
284	NONE	NONE	NONE	NONE	SADNESS	NONE	NONE	NONE	NONE	NONE	0
286	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
288	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
290	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
292	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
294	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
296	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
298	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
300	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
302	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
304	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
306	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
308	NONE	NONE	NONE	NONE	NONE	LOVE	NONE	LOVE	NONE	NONE	0
310	NONE	FEAR	NONE	NONE	NONE	LOVE	NONE	LOVE	FEAR	NONE	0
312	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
314	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
316	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
318	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
320	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
322	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
324	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
326	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
328	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
330	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
332	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
334	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
336	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
338	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
340	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
342	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
344	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
346	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
348	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
350	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
352	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
354	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
356	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	0
358	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	0
360	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	0
362	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	0
364	NONE	NONE	NONE	NONE	ANGER	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
366	ANGER	ANGER	NONE	NONE	ANGER	HAPPINESS	ANGER	ANGER	NONE	ANGER	5
368	ANGER	ANGER	NONE	NONE	ANGER	NONE	ANGER	ANGER	NONE	ANGER	5
370	ANGER	ANGER	NONE	NONE	ANGER	NONE	ANGER	ANGER	NONE	ANGER	5
372	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
374	NONE	ANGER	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	0
376	NONE	ANGER	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	0
378	NONE	ANGER	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	0
380	NONE	ANGER	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	0
382	NONE	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	0
384	NONE	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	0
386	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
388	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
390	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
392	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
394	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
396	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
398	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
400	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
402	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
404	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
406	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
408	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
410	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
412	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
414	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
416	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
418	NONE	LOVE	LOVE	NONE	NONE	LOVE	NONE	HAPPINESS	NONE	NONE	0
420	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
422	NONE	NONE	NONE	NONE	NONE	FEAR	NONE	LOVE	NONE	NONE	0
424	NONE	NONE	NONE	NONE	NONE	FEAR	NONE	LOVE	NONE	NONE	0
426	NONE	NONE	NONE	NONE	NONE	FEAR	LOVE	LOVE	NONE	NONE	0
428	NONE	NONE	NONE	NONE	NONE	FEAR	LOVE	LOVE	NONE	NONE	0
430	NONE	NONE	NONE	NONE	NONE	FEAR	LOVE	LOVE	NONE	NONE	0
432	NONE	NONE	NONE	NONE	NONE	FEAR	LOVE	LOVE	NONE	NONE	0
434	LOVE	LOVE	NONE	LOVE	LOVE	NONE	LOVE	LOVE	NONE	LOVE	6
436	LOVE	LOVE	NONE	LOVE	LOVE	NONE	LOVE	ANGER	NONE	LOVE	5
438	LOVE	LOVE	NONE	LOVE	LOVE	NONE	LOVE	ANGER	NONE	LOVE	5
440	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	LOVE	ANGER	NONE	LOVE	5
442	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	LOVE	ANGER	NONE	LOVE	5
444	NONE	LOVE	ANGER	LOVE	NONE	NONE	LOVE	ANGER	NONE	NONE	0
446	NONE	LOVE	ANGER	LOVE	NONE	NONE	LOVE	ANGER	NONE	NONE	0
448	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	0
450	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	0
452	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	0
454	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	HAPPINESS	NONE	NONE	0
456	NONE	NONE	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
458	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
460	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
462	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
464	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
466	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
468	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
470	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
472	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
474	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
476	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
478	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SADNESS	NONE	NONE	0
480	NONE	NONE	NONE	NONE	NONE	FEAR	NONE	SADNESS	NONE	NONE	0
482	NONE	NONE	NONE	NONE	NONE	FEAR	NONE	SADNESS	NONE	NONE	0
484	NONE	NONE	NONE	NONE	NONE	FEAR	NONE	SADNESS	NONE	NONE	0
486	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
488	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
490	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
492	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
494	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
496	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
498	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
500	NONE	NONE	NONE	NONE	FEAR	FEAR	NONE	FEAR	NONE	NONE	0
502	NONE	NONE	NONE	NONE	FEAR	FEAR	NONE	FEAR	NONE	NONE	0
504	NONE	NONE	NONE	NONE	FEAR	FEAR	NONE	FEAR	NONE	NONE	0
506	NONE	NONE	NONE	NONE	FEAR	FEAR	NONE	FEAR	NONE	NONE	0
508	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
510	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
512	NONE	ANGER	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
514	NONE	ANGER	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
516	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
518	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
520	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
522	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
524	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
526	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
528	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
530	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
532	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
534	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
536	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
538	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
540	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	0
542	NONE	NONE	NONE	HAPPINESS	NONE	NONE	HAPPINESS	NONE	NONE	NONE	0
544	NONE	NONE	NONE	HAPPINESS	NONE	NONE	HAPPINESS	NONE	NONE	NONE	0
546	NONE	NONE	NONE	HAPPINESS	NONE	NONE	HAPPINESS	NONE	NONE	NONE	0
548	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
550	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
552	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
554	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
556	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
558	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
560	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
562	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
564	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
566	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
568	NONE	SADNESS	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
570	NONE	SADNESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
572	NONE	SADNESS	NONE	NONE	ANGER	ANGER	NONE	NONE	NONE	NONE	0
574	NONE	SADNESS	NONE	NONE	ANGER	ANGER	NONE	NONE	NONE	NONE	0
576	NONE	SADNESS	NONE	NONE	ANGER	ANGER	NONE	NONE	NONE	NONE	0
578	NONE	NONE	NONE	SADNESS	ANGER	ANGER	SADNESS	NONE	NONE	NONE	0
580	NONE	NONE	NONE	SADNESS	NONE	ANGER	SADNESS	SADNESS	NONE	NONE	0
582	NONE	NONE	NONE	SADNESS	NONE	ANGER	SADNESS	SADNESS	NONE	NONE	0
584	NONE	NONE	NONE	SADNESS	NONE	ANGER	SADNESS	SADNESS	NONE	NONE	0
586	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	SADNESS	NONE	NONE	0
588	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
590	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
592	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
594	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
596	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
