start,end,actor,recipient,bodypart_actor,bodypart_recipient,label,intensity_of_body_contact,valence_actor,valence_recipient,intention,audio_information
432.00,434.00,MRS_GUMP,FORREST,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
679.00,681.00,MRS_GUMP,FORREST,ARM,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
679.00,681.00,FORREST,MRS_GUMP,SHOULDER,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,
686.00,687.00,MRS_GUMP,FORREST,ARM,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
686.00,687.00,FORREST,MRS_GUMP,SHOULDER,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,
712.00,717.00,MRS_GUMP,FORREST,HAND,FACE,HOLD,0,POSITIVE,POSITIVE,1,
717.00,717.00,MRS_GUMP,FORREST,HAND,FACE,,0,STRONG_POSITIVE,POSITIVE,1,
718.00,721.00,MRS_GUMP,FORREST,HAND,ARM BACK,CHANGE_POSITION,0,POSITIVE,POSITIVE,1,
755.00,757.00,BOY,BOY,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,1,
761.00,764.00,,,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,1,
765.00,768.00,BOY,BOY,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,1,
840.00,842.00,JENNY,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,NARRATION
857.00,861.00,FORREST,JENNY,SHOULDER ARM LEG,SHOULDER ARM LEG,NESTLE,0,POSITIVE,POSITIVE,1,
857.00,861.00,JENNY,FORREST,SHOULDER ARM LEG,SHOULDER ARM LEG,NESTLE,0,POSITIVE,POSITIVE,1,
873.00,880.00,JENNY,FORREST,HAND ARM,HAND ARM,HOLD_HANDS,0,POSITIVE,POSITIVE,1,
906.00,907.00,JENNY,FORREST,HAND,HAND,CHANGE_POSITION,0,POSITIVE,POSITIVE,1,
908.00,908.00,JENNY,FORREST,HAND,HAND,CHANGE_POSITION,0,POSITIVE,POSITIVE,1,
912.00,912.00,JENNY,FORREST,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
912.00,912.00,JENNY,FORREST,HAND,SHOULDER,NUDGE,0,POSITIVE,POSITIVE,1,
1073.00,1073.00,JENNY,FORREST,HAND,HAND,PULL_SOMEBODY,0,POSITIVE,POSITIVE,1,
1078.00,1080.00,JENNY,FORREST,HAND,HAND,PULL_SOMEBODY,0,POSITIVE,POSITIVE,1,NARRATION
1083.00,1084.00,JENNY,FORREST,HAND,HAND,PULL_SOMEBODY,0,POSITIVE,POSITIVE,1,
1089.00,1090.00,JENNY,FORREST,HAND,ARM,PULL_SOMEBODY,0,POSITIVE,POSITIVE,1,
1094.00,1103.00,JENNY,FORREST,SHOULDER ARM,SHOULDER ARM,NESTLE,0,POSITIVE,POSITIVE,1,
1094.00,1103.00,FORREST,JENNY,SHOULDER ARM,SHOULDER ARM,NESTLE,0,POSITIVE,POSITIVE,1,
1112.00,1112.00,JENNY,MEN,HAND,HAND,BRUSH PAST,0,POSITIVE,POSITIVE,1,
1121.00,1121.00,OLDWOMAN,JENNY,HAND,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
1136.00,1144.00,JENNY,FORREST,HAND ARM CHEST ABDOMEN,SHOULDER CHEST ARM,CUDDLE,0,POSITIVE,POSITIVE,1,
1184.00,1185.00,MEN,MEN,BUTTOCKS LEG,BUTTOCKS BACK LEG,BRUSH PAST,0,POSITIVE,POSITIVE,0,
1217.00,1218.00,MEN,MEN,ARM SHOULDER CHEST,ARM SHOULDER CHEST,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
1226.00,1226.00,MEN,MEN,ARM HAND CHEST,BACK ARM ABDOMEN,JOSTLE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
1249.00,1249.00,MEN,FORREST,HAND CHEST,HAND BACK ARM,PUSH_AWAY,0,POSITIVE,POSITIVE,1,
1219.00,1253.00,MEN,MEN,ARM BACK SHOULDER CHEST,ARM BACK SHOULDER CHEST,NESTLE,0,POSITIVE,POSITIVE,1,
1267.00,1268.00,MEN,MEN,HAND,SHOULDER ARM,HOLD,0,POSITIVE,POSITIVE,1,
1270.00,1270.00,MEN,MEN,HAND ARM SHOULDER CHEST,SHOULDER BACK,JOSTLE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,0,NARRATION
1270.00,1273.00,MEN,MEN,HAND SHOULDER CHEST BACK ARM FOOT LEG,HAND SHOULDER CHEST BACK LEG FOOT,NUDGE,0,POSITIVE,POSITIVE,1,
1273.00,1273.00,MEN,MEN,LEG BUTTOCKS ARM SHOULDER,LEG BUTTOCKS ARM SHOULDER CHEST,JOSTLE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,0,
1270.00,1273.00,MEN,MEN,HAND ARM SHOULDER ABDOMEN BACK LEG,HAND ARM SHOULDER BACK ABDOMEN LEG FOOT,NUDGE,0,POSITIVE,POSITIVE,1,
1273.00,1273.00,MEN,MEN,ABDOMEN ARM HEAD,ABDOMEN BACK ARM,JOSTLE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,0,
1280.00,1282.00,MEN,MEN,ARM SHOULDER,ARM SHOULDER,NESTLE,0,POSITIVE,POSITIVE,1,
1282.00,1282.00,FORREST,MEN,LEG BUTTOCKS SHOULDER ARM,LEG ABDOMEN SHOULDER ARM HEAD,JOSTLE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
1285.00,1286.00,MEN,MEN,SHOULDER BACK,SHOULDER ABDOMEN,NESTLE,0,POSITIVE,POSITIVE,1,
1290.00,1292.00,MEN,MEN,HAND,SHOULDER ARM,HOLD,0,POSITIVE,POSITIVE,1,
1284.00,1292.00,MEN,MEN,SHOULDER ARM HEAD,SHOULDER ARM HEAD,NESTLE,0,POSITIVE,POSITIVE,1,
1311.00,1313.00,JENNY,MEN,HAND ARM SHOULDER BACK ABDOMEN,HAND ARM SHOULDER BACK ABDOMEN,HUG,0,POSITIVE,POSITIVE,1,NARRATION
1334.00,1339.00,JENNY,MEN,HAND,ARM HEAD,HIT,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION AUDITORY
1339.00,1341.00,JENNY,FORREST,HAND,SHOULDER BACK HIP,PULL_SOMEBODY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
1342.00,1342.00,JENNY,FORREST,HAND,ARM,HOLD,1,NEGATIVE,NEGATIVE,1,
1343.00,1343.00,JENNY,MEN,HAND,ABDOMEN,BRUSH PAST,0,NEGATIVE,NEGATIVE,1,
1345.00,1346.00,JENNY,FORREST,HAND,SHOULDER CHEST,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,
1348.00,1348.00,JENNY,MEN,HAND,CHEST,BRUSH PAST,0,POSITIVE,NEGATIVE,1,
1348.00,1348.00,MEN,JENNY,HAND,ARM,PUSH_AWAY,0,NEGATIVE,NEGATIVE,1,
1349.00,1349.00,MEN,JENNY,ARM,HAND,PUSH_AWAY,0,NEGATIVE,NEGATIVE,1,
1349.00,1349.00,JENNY,MEN,HAND,ARM,HOLD,0,POSITIVE,NEGATIVE,1,
1350.00,1350.00,MEN,JENNY,HAND ARM,HIP ARM,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
1350.00,1350.00,JENNY,MEN,HAND ARM,CHEST ARM,BRUSH PAST,1,POSITIVE,STRONG_NEGATIVE,1,
1382.00,1384.00,JENNY,MEN,HAND,HAND,PULL_SOMEBODY,0,POSITIVE,POSITIVE,1,NARRATION
1386.00,1386.00,JENNY,MEN,HAND,HAND,PULL_SOMEBODY,0,POSITIVE,POSITIVE,1,
1432.00,1432.00,JENNY,FORREST,ARM,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,0,
1467.00,1440.00,JENNY,FORREST,HAND,HAND,LEAD,0,POSITIVE,POSITIVE,1,NARRATION
1469.00,1469.00,JENNY,FORREST,CHEST,HAND,BRUSH PAST,0,STRONG_POSITIVE,STRONG_POSITIVE,1,NARRATION
1480.00,1480.00,FORREST,JENNY,HAND,HAND,BRUSH PAST,0,POSITIVE,POSITIVE,1,
1496.00,1515.00,JENNY,FORREST,ARM HAND HEAD,CHEST NAPE HEAD SHOULDER,HIT,0,POSITIVE,POSITIVE,1,NARRATION
1515.00,1515.00,JENNY,FORREST,HEAD,HEAD,,0,STRONG_POSITIVE,STRONG_POSITIVE,1,NARRATION AUDITORY
1515.00,1520.00,JENNY,FORREST,ARM CHEST HAND HEAD,CHEST BACK NAPE HEAD,CUDDLE,0,POSITIVE,POSITIVE,1,
1519.00,1522.00,JENNY,FORREST,HAND,CHEST,BRUSH PAST,0,POSITIVE,POSITIVE,1,
1538.00,1540.00,MEN,MEN,FOOT LEG ABDOMEN BACK HIP ARM HAND HEAD NAPE NECK,FOOT LEG ABDOMEN BACK HIP ARM HAND HEAD NAPE NECK,LAY_ON_SOMEBODY,1,NEGATIVE,NEGATIVE,0,
1551.00,1556.00,MEN,MEN,ARM SHOULDER,ARM SHOULDER,NESTLE,0,POSITIVE,POSITIVE,1,
1557.00,1558.00,FORREST,MEN,ARM SHOULDER CHEST,BACK ARM,NUDGE,0,POSITIVE,POSITIVE,1,
1580.00,1582.00,MEN,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1584.00,1586.00,MEN,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1592.00,1593.00,FORREST,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1592.00,1593.00,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1640.00,1643.00,FORREST,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1640.00,1643.00,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1645.00,1646.00,MRS_GUMP,FORREST,ARM,ARM,HOLD,0,POSITIVE,POSITIVE,1,
1645.00,1646.00,FORREST,MRS_GUMP,ARM,ARM,HOLD,0,POSITIVE,POSITIVE,1,
1669.00,1679.00,FORREST,MEN,BUTTOCKS LEG,SHOULDER ARM,NUDGE,0,POSITIVE,NEGATIVE,0,
1667.00,1679.00,MEN,MEN,ARM SHOULDER,ARM SHOULDER,NESTLE,0,POSITIVE,POSITIVE,0,
1693.00,1735.00,FORREST,BUBBA,ARM SHOULDER,ARM SHOULDER,NESTLE,0,POSITIVE,POSITIVE,1,
1720.00,1722.00,BUBBA,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1750.00,1758.00,FORREST,BUBBA,ARM SHOULDER,ARM SHOULDER,NESTLE,0,POSITIVE,POSITIVE,1,
1936.00,1936.00,MEN,WOMAN,HAND,BUTTOCKS,PAT,0,POSITIVE,POSITIVE,1,
1999.00,1999.00,JENNY,MEN,FOOT,HAND,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,NARRATION
1995.00,2014.00,FORREST,MEN,HAND,SHOULDER,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2015.00,2016.00,MEN,FORREST,HAND,SHOULDER,HOLD,1,NEGATIVE,NEGATIVE,1,
2015.00,2016.00,FORREST,MEN,HAND,CHEST,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2016.00,2016.00,MEN,FORREST,HAND,SHOULDER,HOLD,1,NEGATIVE,NEGATIVE,1,
2021.00,2022.00,FORREST,JENNY,ARM HAND,BACK ARM ABDOMEN,CHANGE_POSITION,0,POSITIVE,NEGATIVE,1,NARRATION
2022.00,2023.00,FORREST,JENNY,CHEST ARM HAND,SHOULDER ARM HIP BACK LEG,CARRY,0,POSITIVE,STRONG_NEGATIVE,1,
2024.00,2024.00,JENNY,FORREST,HAND,CHEST ARM,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,NARRATION
2214.00,2215.00,FORREST,BUBBA,ARM SHOULDER,ARM,NUDGE,0,POSITIVE,POSITIVE,0,
2214.00,2215.00,BUBBA,FORREST,ARM SHOULDER,ARM,NUDGE,0,POSITIVE,POSITIVE,0,
2406.00,2406.00,DAN,MEN,HAND,ARM SHOULDER,TAP,0,NEGATIVE,NEGATIVE,1,
2481.00,2482.00,FORREST,DAN,HAND,HAND,BRUSH PAST,0,POSITIVE,POSITIVE,0,
2499.00,2505.00,FORREST,BUBBA,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,1,
2499.00,2505.00,BUBBA,FORREST,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,1,
2520.00,2579.00,BUBBA,FORREST,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
2522.00,2582.00,BUBBA,FORREST,BACK,BACK,NESTLE,0,POSITIVE,POSITIVE,1,
2606.00,2607.00,JENNY,MEN,ARM HEAD BACK CHEST,ARM HEAD BACK CHEST,HUG,0,POSITIVE,POSITIVE,1,
2608.00,2608.00,MEN,JENNY,HAND,HAND,BRUSH PAST,0,POSITIVE,POSITIVE,0,
2669.00,2670.00,DAN,MEN,BUTTOCKS,BUTTOCKS,NESTLE,0,POSITIVE,POSITIVE,0,
2682.00,2683.00,MEN,MEN,HAND,ARM,HOLD,0,POSITIVE,POSITIVE,1,
2684.00,2684.00,MEN,MEN,ARM,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,0,
2684.00,2686.00,DAN,MEN,LEG BUTTOCKS,LEG BUTTOCKS,NESTLE,0,POSITIVE,POSITIVE,0,
2684.00,2686.00,MEN,DAN,LEG BUTTOCKS,LEG BUTTOCKS,NESTLE,0,POSITIVE,POSITIVE,0,
2691.00,2691.00,MEN,MEN,SHOULDER ARM,SHOULDER ARM,NESTLE,0,POSITIVE,POSITIVE,0,
2712.00,2714.00,DAN,FORREST,HAND,SHOULDER,PULL_SOMEBODY,1,POSITIVE,POSITIVE,1,NARRATION
2784.00,2788.00,FORREST,MEN,HAND,SHOULDER,CHANGE_POSITION,1,POSITIVE,POSITIVE,1,NARRATION
2788.00,2789.00,FORREST,MEN,NAPE HEAD BACK CHEST HAND ARM,HEAD NAPE CHEST ABDOMEN HIP LEG ARM,CARRY,1,POSITIVE,POSITIVE,1,
2789.00,2790.00,FORREST,MEN,NAPE HEAD BACK CHEST HAND ARM,ABDOMEN HIP LEG ARM,CARRY,1,POSITIVE,POSITIVE,1,
2791.00,2797.00,FORREST,MEN,NAPE HEAD BACK CHEST HAND ARM,ABDOMEN HIP LEG ARM,CARRY,1,POSITIVE,POSITIVE,1,
2797.00,2804.00,FORREST,MEN,NAPE HEAD BACK CHEST HAND ARM,ABDOMEN HIP LEG ARM,CARRY,1,POSITIVE,POSITIVE,1,
2809.00,2812.00,FORREST,MEN,NAPE HEAD BACK CHEST HAND ARM,ABDOMEN HIP LEG ARM,CARRY,1,POSITIVE,POSITIVE,1,
2813.00,2813.00,FORREST,MEN,HAND,LEG,HOLD,1,POSITIVE,POSITIVE,1,
2814.00,2814.00,FORREST,MEN,HAND,LEG,HOLD,1,POSITIVE,POSITIVE,1,NARRATION
2818.00,2819.00,FORREST,MEN,HAND FOOT LEG,SHOULDER ARM,CHANGE_POSITION,1,POSITIVE,POSITIVE,1,
2820.00,2820.00,FORREST,MEN,HAND,CHEST,PULL_SOMEBODY,1,POSITIVE,POSITIVE,1,
2821.00,2822.00,FORREST,MEN,HAND,HIP,BRUSH PAST,1,POSITIVE,POSITIVE,1,NARRATION
2821.00,2822.00,MEN,MEN,SHOULDER ARM,SHOULDER ARM,NESTLE,0,POSITIVE,POSITIVE,0,
2842.00,2844.00,FORREST,DAN,ABDOMEN CHEST ARM HIP,ABDOMEN CHEST ARM HIP,LAY_ON_SOMEBODY,1,POSITIVE,NEGATIVE,1,
2844.00,2844.00,DAN,FORREST,ARM HAND,HEAD CHEST,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,
2845.00,2850.00,FORREST,DAN,HAND ARM CHEST ABDOMEN,LEG HIP ABDOMEN CHEST ARM HAND,LAY_ON_SOMEBODY,1,POSITIVE,STRONG_NEGATIVE,1,NARRATION
2850.00,2856.00,DAN,FORREST,HAND ARM CHEST ABDOMEN HIP LEG,HAND ARM CHEST ABDOMEN HIP LEG,WRESTLE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2855.00,2856.00,FORREST,DAN,HAND ARM,CHEST SHOULDER,PULL_SOMEBODY,1,POSITIVE,STRONG_NEGATIVE,1,
2856.00,2857.00,FORREST,DAN,BACK,CHEST HIP ARM,CHANGE_POSITION,1,POSITIVE,STRONG_NEGATIVE,1,NARRATION
2857.00,2860.00,FORREST,DAN,BACK BUTTOCKS,CHEST HIP ARM LEG,CARRY,1,POSITIVE,STRONG_NEGATIVE,1,
2866.00,2871.00,FORREST,DAN,NAPE BACK CHEST SHOULDER,CHEST HIP ARM LEG,CARRY,1,POSITIVE,STRONG_NEGATIVE,1,
2871.00,2871.00,FORREST,DAN,BACK ARM HAND BUTTOCKS,LEG HIP ABDOMEN,LAY_ON_SOMEBODY,1,NEGATIVE,STRONG_NEGATIVE,0,
2876.00,2880.00,FORREST,DAN,HAND,HAND,PULL_SOMEBODY,1,POSITIVE,STRONG_NEGATIVE,1,
2882.00,2883.00,FORREST,DAN,NAPE BACK SHOULDER,HIP ABDOMEN CHEST,CARRY,1,POSITIVE,STRONG_NEGATIVE,1,NARRATION
2884.00,2888.00,FORREST,DAN,NAPE HEAD BACK CHEST HAND ARM,CHEST ARM SHOULDER,CARRY,1,POSITIVE,STRONG_NEGATIVE,1,
2888.00,2895.00,FORREST,DAN,HAND ARM SHOULDER CHEST NAPE BACK,ARM SHOULDER CHEST ABDOMEN LEG BUTTOCKS,CARRY,1,POSITIVE,STRONG_NEGATIVE,1,
2896.00,2898.00,FORREST,DAN,HAND ARM CHEST ABDOMEN,HIP CHEST ABDOMEN,LAY_ON_SOMEBODY,1,POSITIVE,STRONG_NEGATIVE,0,NARRATION
2899.00,2901.00,DAN,FORREST,HAND,ARM,HOLD,1,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
2901.00,2908.00,DAN,FORREST,HAND,SHOULDER,HOLD,1,STRONG_POSITIVE,STRONG_NEGATIVE,1,
2909.00,2910.00,FORREST,DAN,HAND,ARM,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2939.00,2939.00,FORREST,BUBBA,HAND,SHOULDER,TAP,0,POSITIVE,POSITIVE,1,
2961.00,2964.00,FORREST,BUBBA,HAND ARM CHEST ABDOMEN SHOULDER,BACK HIP ARM,CHANGE_POSITION,1,POSITIVE,POSITIVE,1,
2965.00,2970.00,FORREST,BUBBA,HAND ARM SHOULDER CHEST ABDOMEN HIP,ARM HIP BUTTOCKS BACK LEG,CARRY,1,POSITIVE,POSITIVE,1,NARRATION
2965.00,2970.00,BUBBA,FORREST,ARM,NAPE SHOULDER,ARM_AROUND_SHOULDER,1,POSITIVE,POSITIVE,1,
2970.00,2976.00,BUBBA,FORREST,ARM,NAPE SHOULDER,ARM_AROUND_SHOULDER,1,POSITIVE,POSITIVE,1,
2982.00,2996.00,FORREST,BUBBA,ARM HAND HIP ABDOMEN SHOULDER,LEG HIP ARM,CARRY,1,POSITIVE,POSITIVE,1,
2982.00,2996.00,BUBBA,FORREST,ARM,NAPE SHOULDER,ARM_AROUND_SHOULDER,1,POSITIVE,POSITIVE,1,
3004.00,3013.00,FORREST,BUBBA,ARM HAND HIP ABDOMEN SHOULDER,LEG HIP ARM,CARRY,1,POSITIVE,POSITIVE,1,NARRATION
3004.00,3013.00,BUBBA,FORREST,ARM,NAPE SHOULDER,ARM_AROUND_SHOULDER,1,POSITIVE,POSITIVE,1,
3013.00,3027.00,FORREST,BUBBA,HAND ARM ABDOMEN CHEST,LEG HIP BUTTOCKS,HOLD,1,POSITIVE,POSITIVE,1,
3013.00,3027.00,BUBBA,FORREST,ARM,NAPE SHOULDER,ARM_AROUND_SHOULDER,1,POSITIVE,POSITIVE,1,
3027.00,3041.00,BUBBA,FORREST,ARM,NAPE SHOULDER,ARM_AROUND_SHOULDER,0,POSITIVE,POSITIVE,1,
3041.00,3059.00,BUBBA,FORREST,ARM,NAPE SHOULDER,ARM_AROUND_SHOULDER,0,POSITIVE,POSITIVE,1,
3042.00,3049.00,FORREST,BUBBA,ARM ABDOMEN,LEG HIP,HOLD,0,POSITIVE,POSITIVE,1,
3114.00,3114.00,DAN,FORREST,HAND,HAND,BRUSH PAST,0,NEGATIVE,POSITIVE,1,NARRATION
3124.00,3125.00,MEN,DAN,HAND,HAND ARM,HOLD,0,POSITIVE,NEGATIVE,1,
3125.00,3125.00,MEN,DAN,HAND,HAND ARM,HOLD,0,POSITIVE,NEGATIVE,1,
3126.00,3127.00,MEN,DAN,HAND,HAND ARM,HOLD,0,POSITIVE,NEGATIVE,1,
3127.00,3128.00,MEN,DAN,HAND ARM,CHEST,PULL_SOMEBODY,0,POSITIVE,NEGATIVE,1,
3128.00,3133.00,MEN,DAN,HAND ARM ABDOMEN CHEST,BACK BUTTOCKS ARM SHOULDER,CHANGE_POSITION,0,POSITIVE,NEGATIVE,1,NARRATION
3133.00,3140.00,MEN,DAN,HAND ARM ABDOMEN CHEST,BACK BUTTOCKS ARM SHOULDER,CARRY,0,POSITIVE,NEGATIVE,1,NARRATION
3130.00,3140.00,DAN,MEN,ARM SHOULDER,BACK SHOULDER,ARM_AROUND_SHOULDER,0,NEGATIVE,POSITIVE,1,
3140.00,3141.00,MEN,DAN,HAND ARM,BACK,HOLD,0,POSITIVE,NEGATIVE,1,
3140.00,3140.00,DAN,MEN,ARM,SHOULDER,ARM_AROUND_SHOULDER,0,NEGATIVE,POSITIVE,1,
3304.00,3305.00,MEN,FORREST,HAND,NAPE,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3305.00,3307.00,MEN,FORREST,HAND,NAPE,BRUSH PAST,0,POSITIVE,NEGATIVE,1,NARRATION
3310.00,3320.00,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
3352.00,3352.00,WOMAN,FORREST,HAND,SHOULDER,PULL_SOMEBODY,0,POSITIVE,NEGATIVE,1,
3353.00,3353.00,WOMAN,FORREST,HAND,ARM,HOLD,0,POSITIVE,NEGATIVE,1,
3353.00,3356.00,WOMAN,FORREST,HAND,ARM BACK,LEAD,0,POSITIVE,NEGATIVE,1,
3356.00,3356.00,WOMAN,MEN,HAND,ARM,LEAD,0,POSITIVE,NEGATIVE,1,
3357.00,3357.00,WOMAN,FORREST,HAND,ARM,LEAD,0,POSITIVE,NEGATIVE,1,
3356.00,3358.00,FORREST,MEN,CHEST ARM,SHOULDER ARM,NUDGE,0,NEGATIVE,NEGATIVE,0,
3358.00,3358.00,WOMAN,MEN,HAND,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3361.00,3362.00,MEN,FORREST,HAND,HIP,PUSH_AWAY,0,NEGATIVE,NEGATIVE,1,NARRATION
3363.00,3365.00,MEN,FORREST,HAND,BACK,LEAD,0,NEGATIVE,NEGATIVE,1,
3371.00,3372.00,WOMAN,MEN,HAND,SHOULDER,LEAD,0,POSITIVE,POSITIVE,1,
3372.00,3372.00,MEN,FORREST,HAND,BACK,LEAD,0,NEGATIVE,POSITIVE,1,
3372.00,3372.00,WOMAN,MEN,HAND,ARM,LEAD,0,POSITIVE,POSITIVE,1,
3372.00,3374.00,WOMAN,MEN,HAND,ARM BACK,LEAD,0,POSITIVE,POSITIVE,1,
3377.00,3393.00,MEN,MEN,BACK BUTTOCKS,ABDOMEN CHEST,NESTLE,0,POSITIVE,POSITIVE,0,
3377.00,3377.00,WOMAN,MEN,HAND,ARM,BRUSH PAST,1,POSITIVE,POSITIVE,1,
3377.00,3377.00,WOMAN,FORREST,HAND,ARM,PULL_SOMEBODY,0,POSITIVE,NEGATIVE,1,
3378.00,3378.00,WOMAN,FORREST,HAND,BACK,LEAD,0,POSITIVE,NEGATIVE,1,
3378.00,3379.00,WOMAN,FORREST,HAND,ARM,PULL_SOMEBODY,0,POSITIVE,NEGATIVE,1,NARRATION
3378.00,3379.00,WOMAN,FORREST,HAND,SHOULDER,TAP,0,POSITIVE,NEGATIVE,1,
3378.00,3379.00,MEN,MEN,SHOULDER ARM,SHOULDER ARM,NUDGE,0,POSITIVE,POSITIVE,0,
3379.00,3379.00,WOMAN,MEN,HAND,BACK,LEAD,0,POSITIVE,POSITIVE,1,
3381.00,3382.00,MEN,FORREST,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
3416.00,3416.00,WOMAN,FORREST,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
3416.00,3417.00,WOMAN,FORREST,HAND,ARM,PULL_SOMEBODY,0,POSITIVE,NEGATIVE,1,
3418.00,3418.00,FORREST,WOMAN,ARM,CHEST,NUDGE,0,POSITIVE,POSITIVE,0,
3423.00,3424.00,MEN,FORREST,HAND,BACK,PUSH_AWAY,0,POSITIVE,NEGATIVE,1,
