start,end,actor,recipient,bodypart_actor,bodypart_recipient,label,intensity_of_body_contact,valence_actor,valence_recipient,intention,audio_information
386.00,428.00,MRS_GUMP,FORREST,HAND,HAND,HOLD_HANDS,0,POSITIVE,POSITIVE,1,
428.00,433.00,MRS_GUMP,FORREST,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
433.00,434.00,MRS_GUMP,FORREST,HAND,SHOULDER CHEST,TAP,0,POSITIVE,POSITIVE,1,
712.00,718.00,MRS_GUMP,FORREST,HAND,FACE,HOLD,0,POSITIVE,POSITIVE,1,
717.00,718.00,MRS_GUMP,FORREST,FACE,FACE,,0,POSITIVE,POSITIVE,1,
718.00,718.00,MRS_GUMP,FORREST,HAND,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
718.00,720.00,MRS_GUMP,FORREST,HAND,BACK SHOULDER,CHANGE_POSITION,0,POSITIVE,POSITIVE,1,
720.00,721.00,MRS_GUMP,FORREST,HAND,ARM,HOLD,0,POSITIVE,POSITIVE,1,
840.00,842.00,JENNY,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,NARRATION
857.00,861.00,FORREST,JENNY,ARM HIP SHOULDER,ARM HIP SHOULDER,NESTLE,0,POSITIVE,POSITIVE,0,
857.00,861.00,JENNY,FORREST,ARM HIP SHOULDER,ARM HIP SHOULDER,NESTLE,0,POSITIVE,POSITIVE,0,
873.00,874.00,JENNY,FORREST,ARM HAND,ARM HAND,HOLD_HANDS,0,POSITIVE,POSITIVE,1,
874.00,875.00,JENNY,FORREST,ARM HAND,ARM HAND,CHANGE_POSITION,0,POSITIVE,POSITIVE,1,
876.00,886.00,JENNY,FORREST,ARM HAND,ARM HAND,HOLD_HANDS,0,POSITIVE,POSITIVE,1,NARRATION
906.00,909.00,JENNY,FORREST,HAND,HAND,CHANGE_POSITION,1,NEGATIVE,NEGATIVE,1,
912.00,913.00,JENNY,FORREST,HAND,SHOULDER,TAP,0,NEGATIVE,NEGATIVE,1,
1073.00,1074.00,JENNY,FORREST,HAND,HAND,LEAD,0,NEGATIVE,NEGATIVE,1,NARRATION
1079.00,1082.00,JENNY,FORREST,HAND,HAND,LEAD,0,NEGATIVE,NEGATIVE,1,NARRATION
1083.00,1085.00,JENNY,FORREST,HAND,HAND,LEAD,0,NEGATIVE,NEGATIVE,1,
1087.00,1088.00,JENNY,FORREST,HAND,HAND,LEAD,0,NEGATIVE,NEGATIVE,1,
1090.00,1091.00,JENNY,FORREST,HAND,HAND,CHANGE_POSITION,0,NEGATIVE,NEGATIVE,1,
1121.00,1121.00,OLDWOMAN,JENNY,HAND,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
1136.00,1144.00,JENNY,FORREST,ARM HAND,ARM CHEST,HUG,0,POSITIVE,POSITIVE,1,
1226.00,1226.00,MEN,MEN,ARM ABDOMEN CHEST FACE HAND HIP,ARM BUTTOCKS HIP BACK,TACKLE,1,NEGATIVE,NEGATIVE,0,AUDITORY NARRATION
1248.00,1249.00,MEN,FORREST,HAND,BACK,NUDGE,1,POSITIVE,POSITIVE,1,
1251.00,1253.00,MEN,MEN,ARM,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,0,
1259.00,1259.00,MEN,MEN,SHOULDER,ABDOMEN HEAD,TACKLE,1,NEGATIVE,NEGATIVE,0,AUDITORY
1259.00,1259.00,MEN,MEN,ABDOMEN HEAD,SHOULDER,TACKLE,1,NEGATIVE,NEGATIVE,0,AUDITORY
1267.00,1268.00,MEN,MEN,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
1270.00,1270.00,MEN,MEN,ARM BACK SHOULDER,ARM CHEST HAND SHOULDER,TACKLE,1,NEGATIVE,NEGATIVE,0,NARRATION
1270.00,1270.00,MEN,MEN,ARM CHEST HAND SHOULDER,ARM BACK SHOULDER,TACKLE,1,NEGATIVE,NEGATIVE,0,
1282.00,1282.00,FORREST,CROWD,SHOULDER,SHOULDER,JOSTLE,1,POSITIVE,NEGATIVE,0,AUDITORY NARRATION
1286.00,1292.00,MEN,MEN,HAND,SHOULDER NAPE,HOLD,0,POSITIVE,POSITIVE,1,
1291.00,1292.00,MEN,MEN,HAND,ARM,TAP,1,POSITIVE,POSITIVE,1,
1311.00,1314.00,JENNY,MEN,ARM CHEST FACE HAND,ARM CHEST FACE BACK,HUG,0,POSITIVE,POSITIVE,1,NARRATION
1311.00,1314.00,MEN,JENNY,ARM CHEST FACE BACK,ARM CHEST FACE HAND,HUG,0,POSITIVE,POSITIVE,1,NARRATION
1334.00,1335.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
1335.00,1336.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
1337.00,1338.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
1338.00,1339.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
1339.00,1340.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
1339.00,1341.00,JENNY,FORREST,ARM HAND,BACK SHOULDER,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,
1343.00,1344.00,JENNY,MEN,ARM HAND,ABDOMEN,BRUSH PAST,0,NEGATIVE,NEGATIVE,1,
1346.00,1347.00,JENNY,FORREST,HAND,SHOULDER CHEST,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,
1347.00,1348.00,JENNY,MEN,HAND,CHEST,BRUSH PAST,0,NEGATIVE,STRONG_NEGATIVE,1,
1348.00,1348.00,MEN,JENNY,HAND,HAND,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
1349.00,1349.00,JENNY,MEN,HAND,ABDOMEN,BRUSH PAST,0,NEGATIVE,STRONG_NEGATIVE,1,
1349.00,1349.00,MEN,JENNY,ARM,HAND,PUSH_AWAY,0,STRONG_NEGATIVE,NEGATIVE,1,
1350.00,1350.00,JENNY,MEN,HAND,CHEST,BRUSH PAST,0,NEGATIVE,STRONG_NEGATIVE,1,
1350.00,1350.00,MEN,JENNY,ARM HAND,ARM ABDOMEN,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
1382.00,1384.00,JENNY,FORREST,HAND,HAND,LEAD,0,NEGATIVE,NEGATIVE,1,NARRATION
1467.00,1469.00,JENNY,FORREST,HAND,HAND,CHANGE_POSITION,0,POSITIVE,STRONG_POSITIVE,1,NARRATION
1478.00,1479.00,FORREST,JENNY,HAND,HAND,PULL_SOMEBODY,0,NEGATIVE,POSITIVE,1,NARRATION
1496.00,1505.00,JENNY,FORREST,ARM CHEST FACE HAND,CHEST FACE NAPE SHOULDER,NESTLE,0,STRONG_POSITIVE,POSITIVE,1,NARRATION
1502.00,1502.00,JENNY,FORREST,HAND,FACE,CUDDLE,0,STRONG_POSITIVE,POSITIVE,1,AUDITORY NARRATION
1515.00,1516.00,JENNY,FORREST,FACE,FACE,,0,STRONG_POSITIVE,STRONG_POSITIVE,1,
1580.00,1582.00,MEN,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,STRONG_POSITIVE,1,
1584.00,1586.00,MEN,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,STRONG_POSITIVE,1,
1560.00,1560.00,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,NEGATIVE,1,
1640.00,1643.00,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1645.00,1647.00,FORREST,MRS_GUMP,ARM,ARM HAND SHOULDER,NESTLE,0,POSITIVE,STRONG_POSITIVE,1,
1645.00,1647.00,MRS_GUMP,FORREST,ARM HAND SHOULDER,ARM,NESTLE,0,STRONG_POSITIVE,POSITIVE,1,
1648.00,1649.00,MRS_GUMP,FORREST,HAND,HEAD,FIX_CLOTHING,0,POSITIVE,POSITIVE,1,
1650.00,1652.00,MEN,FORREST,HAND,SHOULDER,TAP,0,POSITIVE,POSITIVE,1,
1694.00,1694.00,FORREST,BUBBA,SHOULDER,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,0,
1719.00,1723.00,BUBBA,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1936.00,1936.00,MEN,WOMAN,HAND,BUTTOCKS,TAP,0,POSITIVE,POSITIVE,1,
1999.00,1999.00,JENNY,MEN,FOOT,HAND,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,NARRATION
2013.00,2014.00,FORREST,MEN,HAND,NAPE,PUSH_AWAY,1,NEGATIVE,STRONG_NEGATIVE,1,
2015.00,2015.00,MEN,FORREST,HAND,SHOULDER,HOLD,0,NEGATIVE,NEGATIVE,1,NARRATION
2016.00,2017.00,FORREST,MEN,HAND,CHEST,PUSH_AWAY,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2021.00,2024.00,FORREST,JENNY,ARM ABDOMEN HAND,LEG BACK,CARRY,1,POSITIVE,NEGATIVE,1,NARRATION
1980.00,1980.00,JENNY,FORREST,HAND,CHEST,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,
2214.00,2215.00,BUBBA,FORREST,SHOULDER,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,0,
2214.00,2215.00,FORREST,BUBBA,SHOULDER,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,0,
2406.00,2407.00,DAN,MEN,HAND,SHOULDER,NUDGE,0,NEGATIVE,NEGATIVE,1,
2499.00,2505.00,BUBBA,FORREST,ARM,ARM,NESTLE,0,NEGATIVE,NEGATIVE,0,
2499.00,2505.00,FORREST,BUBBA,ARM,ARM,NESTLE,0,NEGATIVE,NEGATIVE,0,
2519.00,2520.00,BUBBA,FORREST,HAND,SHOULDER,NUDGE,0,POSITIVE,NEGATIVE,1,
2522.00,2583.00,BUBBA,FORREST,BACK SHOULDER,BACK SHOULDER,NESTLE,0,POSITIVE,POSITIVE,1,
2526.00,2526.00,BUBBA,FORREST,HEAD,HEAD,BRUSH PAST,0,POSITIVE,POSITIVE,0,
2526.00,2526.00,FORREST,BUBBA,HEAD,HEAD,BRUSH PAST,0,POSITIVE,POSITIVE,0,
2606.00,2607.00,JENNY,MEN,ARM ABDOMEN CHEST FACE HAND NECK NAPE SHOULDER,ARM ABDOMEN CHEST FACE HAND NECK BACK,HUG,0,POSITIVE,POSITIVE,1,
2683.00,2683.00,MEN,MEN,HAND,SHOULDER,BRUSH PAST,0,STRONG_NEGATIVE,STRONG_NEGATIVE,0,
2686.00,2687.00,MEN,MEN,HAND,ARM,NUDGE,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2713.00,2715.00,DAN,FORREST,HAND,SHOULDER,CHANGE_POSITION,1,STRONG_NEGATIVE,NEGATIVE,1,
2783.00,2784.00,FORREST,MEN,HAND,SHOULDER,CHANGE_POSITION,1,NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
2785.00,2790.00,FORREST,MEN,ARM ABDOMEN CHEST HAND NECK NAPE BACK SHOULDER,ARM ABDOMEN LEG CHEST HIP,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2791.00,2802.00,FORREST,MEN,ARM ABDOMEN CHEST HAND NECK NAPE BACK SHOULDER,ARM ABDOMEN LEG CHEST HIP,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,
2803.00,2804.00,FORREST,MEN,ARM NAPE BACK SHOULDER,ARM CHEST HAND,CHANGE_POSITION,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2804.00,2805.00,FORREST,MEN,HAND,ABDOMEN,PUSH_AWAY,0,NEGATIVE,NEGATIVE,1,AUDITORY NARRATION
2809.00,2812.00,FORREST,MEN,ARM NAPE BACK SHOULDER,ARM ABDOMEN LEG HIP,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2813.00,2813.00,FORREST,MEN,HAND,LEG,BRUSH PAST,0,NEGATIVE,STRONG_NEGATIVE,1,
2814.00,2815.00,FORREST,MEN,HAND,LEG,BRUSH PAST,0,NEGATIVE,STRONG_NEGATIVE,1,
2818.00,2819.00,FORREST,MEN,HAND,SHOULDER,CHANGE_POSITION,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,AUDITORY
2820.00,2821.00,FORREST,MEN,HAND,CHEST,CHANGE_POSITION,1,NEGATIVE,STRONG_NEGATIVE,1,
2821.00,2822.00,FORREST,MEN,HAND,HIP,BRUSH PAST,0,NEGATIVE,STRONG_NEGATIVE,1,
2838.00,2839.00,FORREST,MEN,ARM ABDOMEN CHEST NECK NAPE,SHOULDER,HOLD,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2839.00,2840.00,FORREST,MEN,FACE,FACE,NUDGE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2841.00,2844.00,FORREST,DAN,ARM CHEST HAND,ABDOMEN,HOLD,0,NEGATIVE,NEGATIVE,1,
2844.00,2845.00,DAN,FORREST,ARM,CHEST NECK,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,
2846.00,2851.00,FORREST,DAN,HAND,ABDOMEN,FIX_CLOTHING,0,NEGATIVE,NEGATIVE,1,AUDITORY NARRATION
2852.00,2853.00,DAN,FORREST,ARM HAND,CHEST,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,
2853.00,2856.00,FORREST,DAN,ARM CHEST HAND,ARM CHEST HAND,WRESTLE,1,NEGATIVE,STRONG_NEGATIVE,1,
2853.00,2856.00,DAN,FORREST,ARM CHEST HAND,ARM CHEST HAND,WRESTLE,1,STRONG_NEGATIVE,NEGATIVE,1,
2856.00,2856.00,FORREST,DAN,HAND,CHEST,CHANGE_POSITION,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2856.00,2860.00,FORREST,DAN,NAPE BACK,ARM ABDOMEN HAND,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,
2865.00,2870.00,FORREST,DAN,ARM HAND NAPE BACK SHOULDER,ARM ABDOMEN LEG HIP,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,
2870.00,2871.00,FORREST,DAN,ARM HAND,LEG,CHANGE_POSITION,0,STRONG_NEGATIVE,STRONG_NEGATIVE,0,
2876.00,2876.00,FORREST,DAN,HAND,SHOULDER,HOLD,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2878.00,2880.00,FORREST,DAN,HAND,HAND,PULL_SOMEBODY,1,NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
2881.00,2896.00,FORREST,DAN,ARM HAND NAPE BACK SHOULDER,ARM ABDOMEN LEG HIP,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,
2897.00,2899.00,FORREST,DAN,HAND,HIP,LAY_ON_SOMEBODY,0,NEGATIVE,STRONG_NEGATIVE,0,
2899.00,2910.00,DAN,FORREST,HAND,SHOULDER,HOLD,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2938.00,2940.00,FORREST,BUBBA,HAND,SHOULDER,PAT,0,STRONG_NEGATIVE,NEGATIVE,1,
2961.00,2965.00,FORREST,BUBBA,ARM ABDOMEN CHEST HAND SHOULDER,ARM HAND BACK,CHANGE_POSITION,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2965.00,2976.00,FORREST,BUBBA,ARM HAND NAPE SHOULDER,ARM LEG HAND,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2977.00,2996.00,FORREST,BUBBA,ARM ABDOMEN HAND SHOULDER,ARM ABDOMEN LEG BACK,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
3004.00,3013.00,FORREST,BUBBA,ARM ABDOMEN HAND NAPE SHOULDER,ARM LEG HAND BACK,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
3013.00,3059.00,FORREST,BUBBA,ABDOMEN NAPE SHOULDER,ARM HAND BACK,CARRY,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
3124.00,3125.00,MEN,DAN,HAND,HAND,CHANGE_POSITION,0,POSITIVE,NEGATIVE,1,
3126.00,3127.00,MEN,DAN,HAND,HAND,CHANGE_POSITION,0,POSITIVE,NEGATIVE,1,
3127.00,3129.00,MEN,DAN,ARM HAND,BACK,CHANGE_POSITION,0,POSITIVE,NEGATIVE,1,NARRATION
3129.00,3133.00,MEN,DAN,ARM HAND,BACK,CHANGE_POSITION,1,POSITIVE,NEGATIVE,1,NARRATION
3133.00,3140.00,MEN,DAN,ARM CHEST HAND,LEG BACK,CARRY,1,POSITIVE,NEGATIVE,1,
3305.00,3307.00,MEN,FORREST,HAND,NAPE,FIX_CLOTHING,0,POSITIVE,POSITIVE,1,NARRATION
3310.00,3315.00,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
3352.00,3356.00,WOMAN,FORREST,HAND,ARM BACK,LEAD,0,POSITIVE,POSITIVE,1,NARRATION
3356.00,3356.00,WOMAN,MEN,HAND,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3357.00,3357.00,WOMAN,FORREST,HAND,ARM,LEAD,0,POSITIVE,POSITIVE,1,
3361.00,3365.00,MEN,FORREST,HAND,ABDOMEN BACK,LEAD,0,POSITIVE,POSITIVE,1,
3371.00,3371.00,WOMAN,MEN,HAND,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3372.00,3372.00,WOMAN,MEN,HAND,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3372.00,3373.00,MEN,FORREST,HAND,BACK,LEAD,0,POSITIVE,POSITIVE,1,
3373.00,3373.00,WOMAN,MEN,HAND,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3376.00,3376.00,WOMAN,MEN,HAND,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3377.00,3378.00,WOMAN,FORREST,HAND,ARM,PUSH_AWAY,0,POSITIVE,POSITIVE,1,
3379.00,3380.00,WOMAN,FORREST,HAND,ARM,LEAD,0,POSITIVE,POSITIVE,1,
3379.00,3380.00,WOMAN,FORREST,HAND,SHOULDER,TAP,0,POSITIVE,POSITIVE,1,
3382.00,3383.00,MEN,FORREST,HAND,SHOULDER,HOLD,0,STRONG_POSITIVE,POSITIVE,1,
3417.00,3417.00,WOMAN,FORREST,HAND,SHOULDER,PULL_SOMEBODY,0,POSITIVE,POSITIVE,1,
3418.00,3418.00,WOMAN,FORREST,HAND,ARM,LEAD,0,POSITIVE,POSITIVE,1,
3423.00,3424.00,MEN,FORREST,HAND,BACK,PUSH_AWAY,0,STRONG_POSITIVE,POSITIVE,1,
3488.00,3489.00,WOMAN,CROWD,ARM HAND,ARM HAND,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,
3493.00,3494.00,WOMAN,OLDMAN,HAND,BACK,CHANGE_POSITION,1,STRONG_NEGATIVE,NEGATIVE,1,
3495.00,3495.00,WOMAN,OLDMAN,HAND,CHEST,PUSH_AWAY,0,STRONG_NEGATIVE,NEGATIVE,1,
3495.00,3496.00,MEN,OLDMAN,ARM ABDOMEN CHEST HAND,ARM CHEST BACK,HOLD,1,NEGATIVE,NEGATIVE,1,NARRATION
3512.00,3513.00,WOMAN,WOMAN,HAND,HAND,BRUSH PAST,0,NEGATIVE,NEGATIVE,0,
3512.00,3513.00,WOMAN,WOMAN,HAND,HAND,BRUSH PAST,0,NEGATIVE,NEGATIVE,0,
3524.00,3536.00,MEN,FORREST,HAND,SHOULDER,ARM_AROUND_SHOULDER,0,STRONG_POSITIVE,POSITIVE,1,
3550.00,3551.00,FORREST,CROWD,ARM,CHEST,BRUSH PAST,0,STRONG_POSITIVE,POSITIVE,0,
3554.00,3556.00,FORREST,CROWD,ARM,CHEST,BRUSH PAST,0,STRONG_POSITIVE,POSITIVE,0,
3558.00,3560.00,FORREST,CROWD,ARM,CHEST,BRUSH PAST,0,STRONG_POSITIVE,POSITIVE,0,
3566.00,3578.00,FORREST,JENNY,FACE NAPE NECK SHOULDER ARM HAND CHEST ABDOMEN HIP,ARM ABDOMEN CHEST FACE HAND NECK BACK,HUG,1,STRONG_POSITIVE,STRONG_POSITIVE,1,NARRATION
3566.00,3578.00,JENNY,FORREST,ARM ABDOMEN CHEST FACE HAND NECK HIP BACK,FACE NAPE NECK SHOULDER ARM HAND CHEST ABDOMEN HIP,HUG,1,STRONG_POSITIVE,STRONG_POSITIVE,1,NARRATION
3578.00,3586.00,FORREST,JENNY,ARM,ARM HAND,HOOK_ARM,0,POSITIVE,POSITIVE,1,
3578.00,3586.00,JENNY,FORREST,ARM HAND,ARM,HOOK_ARM,0,POSITIVE,POSITIVE,1,
3590.00,3591.00,MEN,FORREST,HAND,CHEST,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,
3593.00,3595.00,MEN,FORREST,HAND,ARM ABDOMEN,SCAN,0,NEGATIVE,NEGATIVE,1,
3595.00,3596.00,JENNY,MEN,HAND,CHEST,PUSH_AWAY,0,NEGATIVE,NEGATIVE,1,
3596.00,3596.00,MEN,JENNY,HAND,ARM,CHANGE_POSITION,0,NEGATIVE,NEGATIVE,1,
3608.00,3609.00,MEN,MEN,ARM,ARM,BRUSH PAST,0,NEGATIVE,NEGATIVE,0,
3619.00,3621.00,JENNY,MEN,ARM,ARM,HOOK_ARM,0,POSITIVE,NEGATIVE,1,
3623.00,3624.00,MEN,MEN,ARM SHOULDER,ARM SHOULDER,BRUSH PAST,0,NEGATIVE,NEGATIVE,0,
3644.00,3644.00,MEN,JENNY,HAND,FACE,SMACK,1,NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
3654.00,3655.00,FORREST,MEN,ARM ABDOMEN LEG HAND HIP,ARM ABDOMEN LEG HIP BACK,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
3656.00,3657.00,FORREST,MEN,LEG HIP,LEG HIP,WRESTLE,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,AUDITORY
3659.00,3661.00,FORREST,MEN,HAND,CHEST,HOLD,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
3659.00,3659.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
3660.00,3660.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
3661.00,3661.00,FORREST,MEN,HAND,ABDOMEN,HIT,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,AUDITORY NARRATION
3663.00,3665.00,JENNY,FORREST,HAND,ARM SHOULDER,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
3665.00,3666.00,JENNY,MEN,HAND,ARM ABDOMEN,BRUSH PAST,0,NEGATIVE,NEGATIVE,1,
3665.00,3666.00,MEN,JENNY,ARM,ARM HAND,PULL_SOMEBODY,1,STRONG_NEGATIVE,NEGATIVE,1,
3723.00,3724.00,JENNY,FORREST,HAND,ARM SHOULDER,FIX_CLOTHING,0,POSITIVE,POSITIVE,1,NARRATION
3725.00,3726.00,JENNY,FORREST,HAND,ARM,FIX_CLOTHING,0,POSITIVE,POSITIVE,1,NARRATION
3746.00,3751.00,JENNY,FORREST,ARM HAND,ARM,HOOK_ARM,0,POSITIVE,POSITIVE,1,
3747.00,3748.00,JENNY,FORREST,HAND,ARM,PAT,0,POSITIVE,STRONG_POSITIVE,1,
3775.00,3776.00,JENNY,WOMAN,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,0,
3775.00,3776.00,WOMAN,JENNY,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,0,
3844.00,3845.00,FORREST,JENNY,HAND,HAND,HOLD_HANDS,0,POSITIVE,STRONG_POSITIVE,1,NARRATION
3869.00,3874.00,JENNY,FORREST,ARM ABDOMEN CHEST NECK HEAD BACK,ARM CHEST FACE HAND NECK HEAD BACK SHOULDER,HUG,0,POSITIVE,STRONG_POSITIVE,1,NARRATION
3870.00,3872.00,FORREST,JENNY,HAND,BACK,PAT,0,STRONG_POSITIVE,STRONG_POSITIVE,1,
4112.00,4117.00,CROWD,CROWD,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,0,
4124.00,4125.00,CROWD,CROWD,ARM,ARM,NESTLE,0,POSITIVE,POSITIVE,0,
4252.00,4256.00,DAN,FORREST,HAND,SHOULDER,TAP,0,POSITIVE,POSITIVE,1,
4271.00,4273.00,WOMAN,DAN,HAND,SHOULDER,CUDDLE,0,POSITIVE,POSITIVE,1,
4272.00,4273.00,WOMAN,DAN,HAND,HEAD,CUDDLE,0,POSITIVE,POSITIVE,1,
4281.00,4281.00,WOMAN,DAN,HAND,HEAD,BRUSH PAST,0,POSITIVE,POSITIVE,1,
4284.00,4284.00,WOMAN,DAN,HAND,HEAD,FIX_CLOTHING,0,POSITIVE,POSITIVE,1,
4286.00,4286.00,WOMAN,DAN,HAND,HEAD,HOLD,0,POSITIVE,POSITIVE,1,
4294.00,4296.00,WOMAN,WOMAN,HAND,CHEST,NUDGE,0,POSITIVE,POSITIVE,1,
4297.00,4298.00,WOMAN,DAN,FACE,HEAD,,0,POSITIVE,POSITIVE,1,
4298.00,4300.00,WOMAN,FORREST,HAND,SHOULDER,NUDGE,0,POSITIVE,POSITIVE,1,
4354.00,4356.00,WOMAN,FORREST,ARM FACE,FACE NAPE,,0,POSITIVE,POSITIVE,1,NARRATION
