start,end,actor,recipient,bodypart_actor,bodypart_recipient,label,intensity_of_body_contact,valence_actor,valence_recipient,intention,audio_information
1382.20,1382.96,JENNY,FORREST,HAND,HAND,,0,STRONG_NEGATIVE,POSITIVE,1,NARRATION
1467.56,1468.92,JENNY,FORREST,HAND,HAND,HOLD_HANDS,0,POSITIVE,POSITIVE,1,NARRATION
1479.36,1479.72,JENNY,FORREST,HAND,HAND,HOLD_HANDS,0,POSITIVE,POSITIVE,1,
1496.24,1519.32,JENNY,FORREST,HAND ARM HEAD CHEST NECK,SHOULDER NECK HEAD NAPE,NESTLE,0,POSITIVE,POSITIVE,1,NARRATION
1502.48,1505.52,JENNY,FORREST,HAND,FACE NECK,BRUSH PAST,0,POSITIVE,POSITIVE,1,NARRATION
1515.08,1515.60,JENNY,FORREST,FACE,FACE,,0,POSITIVE,POSITIVE,1,NARRATION AUDITORY
1519.04,1521.72,JENNY,FORREST,HAND,CHEST SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,1,
1537.16,1538.04,MEN,MEN,SHOULDER CHEST,BACK,TACKLE,1,NEGATIVE,STRONG_NEGATIVE,0,NARRATION AUDITORY
1538.04,1540.04,MEN,MEN,CHEST SHOULDER,BACK,LAY_ON_SOMEBODY,0,NEGATIVE,STRONG_NEGATIVE,0,NARRATION AUDITORY
1580.68,1582.76,MEN,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,STRONG_POSITIVE,1,
1584.76,1586.28,MEN,MEN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,STRONG_POSITIVE,1,
1592.88,1593.52,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1640.56,1642.84,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1645.44,1646.60,MRS_GUMP,FORREST,HAND,ARM,HOOK_ARM,0,STRONG_POSITIVE,POSITIVE,1,
1645.44,1646.60,FORREST,MRS_GUMP,ARM,HAND,HOOK_ARM,0,POSITIVE,STRONG_POSITIVE,1,
1719.40,1722.44,BUBBA,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
1936.60,1936.72,MEN,WOMAN,HAND,BUTTOCKS,TAP,0,POSITIVE,POSITIVE,1,
1999.24,1999.40,JENNY,MEN,FOOT,HAND,PUSH_AWAY,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2013.36,2014.36,FORREST,MEN,HAND,BACK SHOULDER,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,NARRATION
2014.88,2016.12,MEN,FORREST,HAND,SHOULDER,HOLD,0,NEGATIVE,NEGATIVE,1,
2015.84,2016.08,FORREST,MEN,HAND,CHEST,PUSH_AWAY,1,NEGATIVE,NEGATIVE,1,NARRATION
2016.04,2016.20,MEN,FORREST,HAND,SHOULDER,BRUSH PAST,0,NEGATIVE,NEGATIVE,1,
2022.24,2022.60,FORREST,JENNY,HAND ARM,BACK LEG,CARRY,1,POSITIVE,STRONG_NEGATIVE,1,NARRATION
2023.92,2024.32,JENNY,FORREST,HAND,CHEST,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,
2180.16,2180.88,MEN,MEN,HAND,BACK,LEAD,0,POSITIVE,POSITIVE,1,
2406.20,2406.60,DAN,MEN,HAND,SHOULDER,TAP,0,POSITIVE,POSITIVE,1,
2472.36,2472.56,DAN,MEN,HAND,SHOULDER,TAP,0,POSITIVE,POSITIVE,1,
2499.12,2505.04,BUBBA,FORREST,LEG HIP,ARM HAND,NESTLE,0,POSITIVE,POSITIVE,1,
2499.12,2505.04,FORREST,BUBBA,ARM HAND,LEG HIP,NESTLE,0,POSITIVE,POSITIVE,1,
2519.48,2520.16,BUBBA,FORREST,HAND,SHOULDER,NUDGE,0,POSITIVE,POSITIVE,1,
2522.52,2582.88,BUBBA,FORREST,BACK,BACK,NESTLE,0,POSITIVE,POSITIVE,1,
2606.20,2607.20,JENNY,MEN,ARM SHOULDER NAPE,BACK ARM,HUG,0,STRONG_POSITIVE,STRONG_POSITIVE,1,
2606.20,2607.20,MEN,JENNY,BACK ARM,ARM SHOULDER NAPE,HUG,0,STRONG_POSITIVE,STRONG_POSITIVE,1,
2712.96,2714.88,DAN,FORREST,HAND,SHOULDER,PULL_SOMEBODY,1,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
2715.28,2716.28,DAN,FORREST,HAND,SHOULDER,PULL_SOMEBODY,1,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
2783.60,2784.48,FORREST,MEN,HAND,SHOULDER,CHANGE_POSITION,1,NEGATIVE,NEGATIVE,1,
2785.56,2788.60,FORREST,MEN,HAND SHOULDER NAPE,LEG ARM ABDOMEN,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2791.12,2797.52,FORREST,MEN,HAND SHOULDER ARM,ARM CHEST,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2791.12,2797.52,MEN,FORREST,ARM CHEST,HAND SHOULDER ARM,LAY_ON_SOMEBODY,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2791.20,2797.52,MEN,FORREST,HAND,ABDOMEN,HOLD,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2797.56,2801.16,FORREST,MEN,HAND ARM,LEG,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2797.56,2801.16,MEN,FORREST,LEG,HAND ARM,HOLD,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2797.56,2798.80,MEN,FORREST,HAND,ABDOMEN,BRUSH PAST,0,NEGATIVE,NEGATIVE,0,
2797.56,2798.80,FORREST,MEN,ABDOMEN,HAND,BRUSH PAST,0,STRONG_NEGATIVE,STRONG_NEGATIVE,0,
2803.00,2803.72,MEN,FORREST,HAND,BACK,BRUSH PAST,0,STRONG_NEGATIVE,NEGATIVE,0,
2804.20,2804.68,FORREST,MEN,HAND,ABDOMEN,TAP,0,NEGATIVE,NEGATIVE,1,
2813.52,2814.48,FORREST,MEN,HAND,LEG,SCAN,0,NEGATIVE,NEGATIVE,1,
2818.16,2819.20,FORREST,MEN,HAND,SHOULDER,CHANGE_POSITION,1,POSITIVE,NEGATIVE,1,
2820.20,2820.60,FORREST,MEN,HAND,SHOULDER,CHANGE_POSITION,1,NEGATIVE,NEGATIVE,1,
2821.80,2822.44,FORREST,MEN,HAND,ABDOMEN,SCAN,0,NEGATIVE,NEGATIVE,1,
2838.60,2840.92,FORREST,MEN,HAND,SHOULDER,SCAN,0,NEGATIVE,NEGATIVE,1,
2841.28,2842.52,FORREST,DAN,HAND,ABDOMEN,HOLD,0,POSITIVE,NEGATIVE,1,
2842.16,2844.76,FORREST,DAN,HAND ARM CHEST,ABDOMEN LEG,LAY_ON_SOMEBODY,0,POSITIVE,NEGATIVE,1,
2844.40,2844.84,DAN,FORREST,HAND ARM,SHOULDER NECK,PUSH_AWAY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2844.52,2845.64,FORREST,DAN,HAND,ABDOMEN,HOLD,1,NEGATIVE,STRONG_NEGATIVE,1,
2845.80,2846.12,FORREST,DAN,HAND ARM,ABDOMEN,BRUSH PAST,0,NEGATIVE,STRONG_NEGATIVE,1,
2846.24,2850.64,FORREST,DAN,HAND,ABDOMEN,WRESTLE,1,NEGATIVE,STRONG_NEGATIVE,1,
2851.08,2852.52,DAN,FORREST,HAND ARM,SHOULDER CHEST,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,
2853.20,2855.76,DAN,FORREST,HAND ARM,SHOULDER CHEST,PUSH_AWAY,1,STRONG_NEGATIVE,NEGATIVE,1,
2851.24,2852.28,FORREST,DAN,HAND ARM,CHEST,LAY_ON_SOMEBODY,1,NEGATIVE,NEGATIVE,1,
2853.12,2853.76,FORREST,DAN,HAND,ABDOMEN,HOLD,1,NEGATIVE,STRONG_NEGATIVE,1,
2854.04,2856.20,FORREST,DAN,HAND ARM,SHOULDER CHEST,CHANGE_POSITION,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2856.88,2860.56,FORREST,DAN,BACK NAPE,ABDOMEN,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2859.60,2860.76,DAN,FORREST,HAND,BUTTOCKS,TAP,0,STRONG_NEGATIVE,NEGATIVE,1,
2867.00,2870.72,FORREST,DAN,HAND SHOULDER NAPE,LEG ARM ABDOMEN,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,
2867.00,2870.72,DAN,FORREST,LEG ARM ABDOMEN,HAND SHOULDER NAPE,LAY_ON_SOMEBODY,0,STRONG_NEGATIVE,NEGATIVE,1,
2878.40,2880.28,FORREST,DAN,HAND,HAND,,1,NEGATIVE,NEGATIVE,1,NARRATION
2881.68,2883.88,FORREST,DAN,NAPE,ABDOMEN,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2881.68,2883.88,DAN,FORREST,ABDOMEN,NAPE,LAY_ON_SOMEBODY,0,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
2886.56,2888.52,FORREST,DAN,NAPE SHOULDER,ABDOMEN ARM,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2886.56,2888.52,DAN,FORREST,ABDOMEN ARM,NAPE SHOULDER,LAY_ON_SOMEBODY,0,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
2889.00,2894.16,FORREST,DAN,HAND NAPE SHOULDER,LEG ABDOMEN ARM,CARRY,1,NEGATIVE,STRONG_NEGATIVE,1,
2889.00,2894.16,DAN,FORREST,LEG ABDOMEN ARM,HAND NAPE SHOULDER,LAY_ON_SOMEBODY,0,STRONG_NEGATIVE,NEGATIVE,1,
2897.52,2897.88,FORREST,DAN,HAND,ABDOMEN,HOLD,0,NEGATIVE,STRONG_NEGATIVE,1,
2899.52,2900.96,DAN,FORREST,HAND,SHOULDER,HOLD,1,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
2901.00,2908.08,DAN,FORREST,HAND,SHOULDER,HOLD,1,STRONG_NEGATIVE,NEGATIVE,1,NARRATION
2938.04,2939.92,FORREST,BUBBA,HAND,SHOULDER,TAP,0,STRONG_NEGATIVE,NEGATIVE,1,
2962.72,2964.72,BUBBA,FORREST,HAND,SHOULDER,HOLD,0,NEGATIVE,NEGATIVE,1,
2964.80,2964.92,FORREST,BUBBA,HAND,BACK,CHANGE_POSITION,1,NEGATIVE,NEGATIVE,1,
2965.96,2970.44,FORREST,BUBBA,NAPE SHOULDER ARM,ARM HAND LEG,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
2965.96,2970.44,BUBBA,FORREST,ARM HAND LEG,NAPE SHOULDER ARM,LAY_ON_SOMEBODY,0,NEGATIVE,NEGATIVE,1,NARRATION
2970.48,2972.12,BUBBA,FORREST,HAND,NAPE,HOLD,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2972.52,2973.52,BUBBA,FORREST,HAND,NAPE,HOLD,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2974.04,2976.68,BUBBA,FORREST,HAND,NAPE,HOLD,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,
2990.96,2996.00,FORREST,BUBBA,HAND ARM SHOULDER,LEG BACK HAND,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
2990.96,2996.00,BUBBA,FORREST,LEG BACK HAND,HAND ARM SHOULDER,LAY_ON_SOMEBODY,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
3005.16,3013.00,FORREST,BUBBA,HAND SHOULDER ARM,LEG HAND BACK,CARRY,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
3005.16,3013.00,BUBBA,FORREST,LEG HAND BACK,HAND SHOULDER ARM,LAY_ON_SOMEBODY,0,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
3013.28,3022.80,FORREST,BUBBA,HAND,LEG,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
3013.28,3022.80,BUBBA,FORREST,LEG,HAND,LAY_ON_SOMEBODY,0,NEGATIVE,NEGATIVE,1,NARRATION
3013.44,3059.68,FORREST,BUBBA,SHOULDER,HAND,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
3013.44,3059.68,BUBBA,FORREST,HAND,SHOULDER,HOLD,0,NEGATIVE,STRONG_NEGATIVE,1,NARRATION
3013.52,3027.80,FORREST,BUBBA,SHOULDER,ARM,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
3013.52,3027.80,BUBBA,FORREST,ARM,SHOULDER,LAY_ON_SOMEBODY,0,NEGATIVE,NEGATIVE,1,NARRATION
3041.36,3052.04,FORREST,BUBBA,SHOULDER,ARM,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
3041.36,3052.04,BUBBA,FORREST,ARM,SHOULDER,LAY_ON_SOMEBODY,0,NEGATIVE,NEGATIVE,1,NARRATION
3124.16,3125.84,MEN,DAN,HAND,HAND,LEAD,0,POSITIVE,NEGATIVE,1,NARRATION
3126.08,3127.12,MEN,DAN,HAND,HAND,LEAD,0,POSITIVE,NEGATIVE,1,NARRATION
3127.60,3129.16,MEN,DAN,HAND,SHOULDER,CHANGE_POSITION,1,POSITIVE,NEGATIVE,1,NARRATION
3129.08,3139.76,MEN,DAN,HAND,BACK,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
3133.92,3139.76,MEN,DAN,ARM,BACK,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
3132.04,3134.68,MEN,DAN,HAND,LEG,CARRY,1,NEGATIVE,NEGATIVE,1,NARRATION
3131.16,3134.08,DAN,MEN,HAND,SHOULDER,HOLD,1,NEGATIVE,NEGATIVE,1,
3138.84,3140.36,DAN,MEN,HAND,SHOULDER,HOLD,1,NEGATIVE,NEGATIVE,1,
3132.28,3140.56,MEN,DAN,CHEST,HIP,CARRY,1,NEGATIVE,NEGATIVE,1,
3140.60,3141.76,MEN,DAN,ARM,BACK,BRUSH PAST,0,POSITIVE,NEGATIVE,1,
3304.96,3307.60,MEN,FORREST,HAND,NAPE,BRUSH PAST,0,POSITIVE,POSITIVE,1,NARRATION
3310.08,3314.80,MEN,FORREST,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
3351.84,3352.20,WOMAN,FORREST,HAND,SHOULDER,,0,POSITIVE,NEGATIVE,1,NARRATION
3353.32,3354.44,WOMAN,FORREST,HAND,ARM,HOLD,0,POSITIVE,POSITIVE,1,NARRATION
3354.56,3356.20,WOMAN,FORREST,HAND,BACK,LEAD,0,POSITIVE,POSITIVE,1,NARRATION
3356.64,3356.92,WOMAN,MEN,HAND,SHOULDER,LEAD,0,POSITIVE,POSITIVE,1,
3357.16,3357.60,WOMAN,FORREST,HAND,SHOULDER,LEAD,0,POSITIVE,NEGATIVE,1,
3357.64,3357.84,WOMAN,FORREST,HAND,ARM,BRUSH PAST,0,POSITIVE,NEGATIVE,1,
3358.24,3358.48,WOMAN,MEN,HAND,SHOULDER,LEAD,0,POSITIVE,POSITIVE,1,
3361.08,3362.08,MEN,FORREST,HAND,HIP,LEAD,0,POSITIVE,POSITIVE,1,
3363.76,3364.12,MEN,FORREST,HAND,BACK,LEAD,0,POSITIVE,NEGATIVE,1,
3364.68,3365.24,MEN,FORREST,HAND,BACK,LEAD,0,POSITIVE,NEGATIVE,1,
3371.24,3371.40,WOMAN,MEN,HAND,SHOULDER,LEAD,0,POSITIVE,POSITIVE,1,
3372.16,3372.36,WOMAN,MEN,HAND,ARM,LEAD,0,POSITIVE,POSITIVE,1,
3373.04,3373.92,WOMAN,MEN,HAND,SHOULDER,LEAD,0,POSITIVE,POSITIVE,1,
3376.64,3376.72,WOMAN,MEN,HAND,ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,
3377.60,3378.04,WOMAN,FORREST,HAND,ARM,,0,POSITIVE,NEGATIVE,1,
3378.16,3378.84,WOMAN,FORREST,HAND,BACK,LEAD,0,POSITIVE,NEGATIVE,1,
3378.72,3379.36,WOMAN,FORREST,HAND,ARM,,0,POSITIVE,NEGATIVE,1,
3379.40,3379.84,WOMAN,FORREST,HAND,SHOULDER,TAP,0,POSITIVE,NEGATIVE,1,
3379.20,3379.88,WOMAN,MEN,HAND,BACK,LEAD,0,POSITIVE,POSITIVE,1,
3380.04,3380.44,WOMAN,MEN,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,
3381.80,3382.76,MEN,FORREST,HAND,ARM,NUDGE,0,POSITIVE,POSITIVE,1,
3416.72,3416.92,WOMAN,FORREST,HAND,SHOULDER,NUDGE,0,POSITIVE,POSITIVE,1,
3423.36,3424.00,MEN,FORREST,HAND,BACK,LEAD,0,POSITIVE,POSITIVE,1,
3493.52,3493.88,WOMAN,MEN,HAND,BACK,NUDGE,1,NEGATIVE,NEGATIVE,1,
3494.88,3495.64,MEN,MEN,ARM,ARM,,1,STRONG_NEGATIVE,STRONG_NEGATIVE,1,NARRATION
3524.48,3536.04,MEN,FORREST,HAND,SHOULDER,HOLD,0,POSITIVE,POSITIVE,1,NARRATION
3566.80,3578.28,JENNY,FORREST,CHEST HAND ARM FACE,CHEST ARM NAPE,HUG,1,STRONG_POSITIVE,STRONG_POSITIVE,1,NARRATION
3578.32,3587.04,FORREST,JENNY,ARM,HAND,HOOK_ARM,0,POSITIVE,POSITIVE,1,
3578.32,3587.04,JENNY,FORREST,HAND,ARM,HOOK_ARM,0,POSITIVE,POSITIVE,1,
3594.60,3595.20,MEN,FORREST,HAND,ARM,SCAN,1,POSITIVE,NEGATIVE,1,
3608.16,3608.28,MEN,MEN,HAND,ARM,HOLD,1,POSITIVE,POSITIVE,1,
3623.24,3623.80,MEN,MEN,HAND,CHEST,PUSH_AWAY,0,NEGATIVE,NEGATIVE,1,
3644.88,3644.96,MEN,JENNY,HAND,FACE,SMACK,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION AUDITORY
3654.00,3655.48,FORREST,MEN,CHEST,CHEST,TACKLE,1,NEGATIVE,STRONG_NEGATIVE,1,NARRATION AUDITORY
3663.88,3664.84,JENNY,FORREST,HAND,SHOULDER,,1,STRONG_NEGATIVE,NEGATIVE,1,
3665.52,3666.40,JENNY,MEN,HAND,ARM,HOLD,0,NEGATIVE,STRONG_NEGATIVE,1,
3723.08,3723.80,JENNY,FORREST,HAND,SHOULDER ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,NARRATION
3724.52,3726.12,JENNY,FORREST,HAND,SHOULDER ARM,BRUSH PAST,0,POSITIVE,POSITIVE,1,NARRATION
3746.12,3752.04,JENNY,FORREST,HAND,ARM,HOOK_ARM,0,POSITIVE,STRONG_POSITIVE,1,NARRATION
3747.88,3748.08,JENNY,FORREST,HAND,ARM,TAP,0,POSITIVE,POSITIVE,1,
3748.12,3752.04,JENNY,FORREST,HAND,ARM,HOLD,0,POSITIVE,POSITIVE,1,
3844.96,3845.36,FORREST,JENNY,HAND,HAND,HOLD,0,POSITIVE,POSITIVE,1,NARRATION
3869.24,3873.72,JENNY,FORREST,FACE ARM,FACE SHOULDER,HUG,0,STRONG_POSITIVE,STRONG_POSITIVE,1,NARRATION
3869.72,3871.80,FORREST,JENNY,HAND,BACK,TAP,0,POSITIVE,POSITIVE,1,
3871.84,3873.72,JENNY,FORREST,HAND,BACK,TAP,0,POSITIVE,POSITIVE,1,
4286.28,4286.60,WOMAN,DAN,HAND,HEAD,BRUSH PAST,0,POSITIVE,POSITIVE,1,
4297.40,4298.40,WOMAN,DAN,FACE,FACE,,0,POSITIVE,POSITIVE,1,
4298.36,4299.76,WOMAN,FORREST,HAND,SHOULDER,NUDGE,0,POSITIVE,POSITIVE,1,
4354.68,4356.12,WOMAN,FORREST,FACE,FACE,,0,POSITIVE,POSITIVE,1,NARRATION
4504.56,4507.56,MRS_GUMP,FORREST,HAND,SHOULDER,HOLD,0,STRONG_POSITIVE,POSITIVE,1,
4506.60,4506.96,MRS_GUMP,FORREST,FACE,FACE,,0,STRONG_POSITIVE,STRONG_POSITIVE,1,AUDITORY
4506.88,4508.08,FORREST,MRS_GUMP,HAND,SHOULDER,TAP,0,POSITIVE,STRONG_POSITIVE,1,
4509.08,4511.04,MRS_GUMP,FORREST,HAND,HAND,,0,STRONG_POSITIVE,POSITIVE,1,
4724.12,4725.76,MEN,JENNY,HAND,BACK,BRUSH PAST,0,STRONG_POSITIVE,NEGATIVE,1,NARRATION
4900.08,4900.96,FORREST,DAN,HAND,HAND,SHAKE_HANDS,1,STRONG_POSITIVE,POSITIVE,1,
5006.44,5007.44,DAN,FORREST,ARM,SHOULDER,BRUSH PAST,0,POSITIVE,POSITIVE,0,
5278.40,5278.76,MEN,WOMAN,HAND,HAND,SHAKE_HANDS,0,POSITIVE,POSITIVE,1,
